transaction_id,sale_date_str,customer_email,product_category,product_name,sales_rep,quantity,unit_price,discount_percent,total_amount,payment_method,order_priority,is_weekend,is_month_end,is_holiday_season,is_high_value_customer,is_at_risk_customer,is_vip_customer,is_bulk_purchase,is_high_discount_sale,is_premium_product,is_weekend_sale,is_holiday_season_sale,is_new_customer,is_repeat_customer,is_high_margin_sale,is_large_transaction,is_electronics_purchase,is_urgent_order,is_enterprise_customer
TXN001425,2025-03-30,ymitchell@example.com,Electronics,Tablet,Angie Henderson,5,1326.93,21.9,5181.66,Credit Card,Medium,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0
TXN001426,2024-04-20,russellramirez@example.net,Electronics,Smart Watch,Gina Moore,1,298.78,19.0,242.01,Debit Card,Urgent,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
TXN001427,2025-08-18,tommy32@example.com,Sports,Yoga Mat,Angie Henderson,2,136.98,21.5,215.06,Bank Transfer,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TXN001428,2024-10-21,elizabeththomas@example.org,Sports,Yoga Mat,Jamie Arnold,12,400.66,6.9,4476.17,Paypal,Low,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
TXN001429,2023-08-25,moyeramber@example.org,Books,Cookbook,Brian Ramirez,11,11.6,4.9,121.35,Credit Card,Low,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN001430,2025-05-26,hdennis@example.org,Clothing,Jacket,Angie Henderson,2,284.07,0.9,563.03,Cash,Urgent,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
TXN001432,2025-04-27,schmittlinda@example.net,Electronics,Headphones,Ryan Munoz,3,214.02,15.4,543.18,Credit Card,High,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
TXN001433,2025-02-04,joshua81@example.net,Home & Garden,Furniture,Lisa Jackson,7,784.26,20.5,4364.41,Debit Card,Low,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
TXN001434,2024-12-19,james80@example.net,Home & Garden,Furniture,Ryan Munoz,4,125.34,5.1,475.79,Credit Card,Medium,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
TXN001435,2024-08-30,emilybaker@example.org,Sports,Soccer Ball,Patty Perez,6,471.6,16.6,2359.89,Credit Card,Low,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
TXN001436,2025-06-15,cynthiadavis@example.net,Books,Manual,Tommy Walter,11,53.24,22.2,455.63,Debit Card,Low,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
TXN001437,2024-01-05,ngrant@example.net,Books,Cookbook,Connie Lawrence,4,49.18,24.1,149.31,Paypal,Low,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
TXN001438,2024-01-06,danawashington@example.net,Home & Garden,Bedding,Ethan Adams,4,760.76,1.0,3012.61,Credit Card,Urgent,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1
TXN001439,2024-11-26,ohenry@example.com,Sports,Basketball,Monica Herrera,6,434.51,23.4,1997.01,Paypal,High,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
TXN001440,2024-07-10,mccartypenny@example.com,Home & Garden,Lamp,Matthew Foster,6,462.35,29.7,1950.19,Bank Transfer,Low,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
TXN001441,2023-11-16,thompsonstephanie@example.net,Sports,Tennis Racket,Monica Herrera,3,184.76,11.1,492.75,Bank Transfer,Low,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
TXN001442,2024-07-05,flarsen@example.net,Home & Garden,Lamp,Connie Lawrence,6,634.56,11.1,3384.74,Paypal,Low,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
TXN001443,2024-10-29,pamelapatton@example.org,Sports,Yoga Mat,Noah Rhodes,12,302.48,3.6,3499.09,Cash,Medium,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1
TXN001444,2024-03-09,blamb@example.com,Clothing,Shorts,Lisa Jackson,2,100.78,9.5,182.41,Paypal,Urgent,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
TXN001445,2024-07-03,daisy04@example.com,Clothing,T-Shirt,Jamie Arnold,1,23.55,19.4,18.98,Bank Transfer,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
TXN001446,2023-11-28,gouldchristina@example.com,Electronics,Tablet,Michele Williams,9,597.66,4.7,5126.13,Debit Card,High,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
TXN001447,2025-07-28,tdavis@example.com,Home & Garden,Decor,Ethan Adams,8,62.67,14.9,426.66,Credit Card,High,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN001448,2023-12-19,stonemichael@example.org,Clothing,Jeans,Dylan Miller,3,179.53,12.0,473.96,Debit Card,High,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
TXN001449,2024-02-03,laurie55@example.com,Electronics,Smart Watch,Allison Hill,11,1415.52,24.5,11755.89,Credit Card,Low,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0
TXN001450,2024-06-24,fischeralisha@example.net,Electronics,Laptop,Patty Perez,11,397.45,3.8,4205.82,Paypal,Urgent,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
TXN001451,2023-09-15,hallkelsey@example.org,Electronics,Camera,Margaret Hawkins Dds,12,1593.93,23.1,14708.79,Bank Transfer,Medium,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
TXN001452,2025-06-19,vanderson@example.com,Electronics,Smartphone,Carla Gray,6,734.58,4.6,4204.74,Credit Card,Urgent,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1
TXN001453,2024-12-01,vsmith@example.net,Clothing,Dress,Cristian Santos,10,115.39,26.8,844.65,Debit Card,Urgent,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0
TXN001454,2025-04-20,mlee@example.com,Clothing,Sweater,Jamie Arnold,10,188.26,0.0,1882.6,Debit Card,Medium,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
TXN001455,2024-11-09,stephen14@example.net,Sports,Weights,Holly Wood,1,245.38,2.7,238.75,Credit Card,Urgent,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
TXN001456,2025-07-25,ehoffman@example.com,Electronics,Monitor,Daniel Wagner,4,793.21,3.0,3077.65,Paypal,Medium,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
TXN001457,2025-02-25,xluna@example.net,Books,Manual,Derek Zuniga,12,16.27,25.8,144.87,Cash,Urgent,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
TXN001458,2024-08-24,cwise@example.com,Clothing,Dress,Connie Lawrence,3,74.8,29.1,159.1,Debit Card,Low,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
TXN001459,2024-11-22,davisgary@example.com,Books,Textbook,Tommy Walter,9,79.33,25.7,530.48,Debit Card,Low,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0
TXN001460,2023-10-04,kmills@example.org,Sports,Tennis Racket,Gina Moore,6,121.31,19.7,584.47,Paypal,Low,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
TXN001462,2024-09-11,karinorton@example.net,Electronics,Smart Watch,Lisa Jackson,3,832.52,1.7,2455.1,Debit Card,High,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
TXN001463,2023-10-22,vrobertson@example.net,Sports,Basketball,Jamie Arnold,8,41.62,9.6,301.0,Credit Card,High,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
TXN001464,2023-11-22,katherinemartin@example.net,Electronics,Laptop,Tommy Walter,6,693.4,8.1,3823.41,Bank Transfer,Medium,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1
TXN001465,2025-05-04,mccluretyler@example.net,Books,Textbook,Connie Lawrence,3,14.21,24.1,32.36,Cash,Low,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
TXN001466,2024-07-23,sross@example.org,Electronics,Camera,Gina Moore,3,1471.48,2.7,4295.25,Bank Transfer,Urgent,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1
TXN001467,2023-12-26,christina59@example.net,Sports,Bicycle,Brian Ramirez,1,291.87,15.7,246.05,Paypal,Low,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
TXN001468,2024-01-30,april47@example.com,Books,Non-Fiction,Carla Gray,11,63.52,13.8,602.3,Bank Transfer,Urgent,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
TXN001469,2023-08-27,frankespinoza@example.com,Home & Garden,Lamp,Daniel Wagner,11,555.83,27.0,4463.31,Debit Card,Urgent,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
TXN001470,2023-10-31,collinsjacob@example.net,Home & Garden,Plant,Cristian Santos,11,586.94,17.3,5339.39,Credit Card,Low,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
TXN001471,2024-12-26,ewheeler@example.com,Books,Fiction,Allison Hill,5,79.52,16.9,330.41,Paypal,Medium,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0
TXN001472,2024-11-15,joshuahoover@example.com,Sports,Bicycle,Dylan Miller,9,339.38,13.1,2654.29,Bank Transfer,Urgent,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0
TXN001473,2023-12-16,ann31@example.net,Clothing,Shoes,Monica Herrera,1,88.23,9.9,79.5,Cash,Medium,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
TXN001474,2025-04-06,martinezalexa@example.net,Electronics,Camera,Margaret Hawkins Dds,10,881.92,5.6,8325.32,Credit Card,High,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1
TXN001475,2023-12-28,tammy97@example.org,Clothing,Jacket,Jamie Arnold,4,29.12,11.1,103.55,Debit Card,Medium,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
TXN001476,2024-04-27,douglasalvarez@example.org,Books,Non-Fiction,Carla Gray,7,30.98,29.6,152.67,Bank Transfer,High,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
TXN001477,2024-04-11,ecoleman@example.com,Books,Biography,Tommy Walter,11,40.42,9.0,404.6,Cash,High,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN001478,2024-05-21,tschroeder@example.com,Electronics,Monitor,Gabrielle Davis,7,1160.3,18.1,6652.0,Cash,High,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0
TXN001479,2025-02-22,stephaniedougherty@example.com,Clothing,Jacket,Gina Moore,5,19.9,22.8,76.81,Debit Card,High,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
TXN001480,2024-05-16,gina86@example.net,Books,Biography,Lisa Jackson,12,75.46,29.6,637.49,Bank Transfer,Medium,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
TXN001481,2025-06-30,jessica39@example.net,Clothing,T-Shirt,Brian Ramirez,10,141.98,1.8,1394.24,Credit Card,High,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TXN001482,2023-08-24,gonzalezmichael@example.org,Clothing,Dress,Gina Moore,6,110.95,24.0,505.93,Credit Card,High,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
TXN001483,2023-09-15,wesley09@example.com,Home & Garden,Bedding,Tommy Walter,2,140.0,18.3,228.76,Debit Card,Medium,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
TXN001484,2025-06-20,joshua09@example.org,Electronics,Smartphone,Lisa Jackson,7,1735.42,15.9,10216.42,Cash,Urgent,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1
TXN001485,2025-06-29,ehenry@example.net,Electronics,Camera,Derek Zuniga,2,1849.26,18.3,3021.69,Cash,High,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0
TXN001486,2023-10-23,anthony22@example.org,Home & Garden,Cookware,Connie Lawrence,4,749.28,16.5,2502.6,Cash,Medium,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
TXN001487,2025-06-12,edwardsmichaela@example.com,Clothing,T-Shirt,Ryan Munoz,8,98.44,8.0,724.52,Credit Card,Urgent,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
TXN001488,2024-05-30,rachael29@example.net,Books,Biography,Margaret Hawkins Dds,11,37.74,24.6,313.02,Bank Transfer,Medium,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
TXN001489,2023-12-12,brownmandy@example.net,Books,Textbook,Ryan Munoz,1,20.71,24.1,15.72,Paypal,High,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
TXN001490,2024-12-25,charlotte86@example.org,Clothing,T-Shirt,Connie Lawrence,1,59.22,16.1,49.69,Credit Card,High,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
TXN001491,2024-11-03,ann15@example.com,Sports,Weights,Cristian Santos,6,370.32,22.6,1719.77,Debit Card,Medium,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
TXN001492,2025-08-02,knightsteven@example.org,Electronics,Smartphone,Gina Moore,10,1983.44,6.5,18545.16,Credit Card,Urgent,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0
TXN001493,2024-12-27,wangkristina@example.org,Sports,Weights,Michele Williams,11,452.43,23.5,3807.2,Paypal,High,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
TXN001494,2025-03-22,kylebecker@example.org,Home & Garden,Lamp,Tommy Walter,5,522.36,6.3,2447.26,Debit Card,High,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
TXN001495,2024-07-06,gregory29@example.com,Sports,Tennis Racket,Dylan Miller,12,460.59,23.8,4211.63,Cash,Low,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
TXN001496,2024-03-12,tiffanygreen@example.com,Electronics,Headphones,Tommy Walter,11,1604.28,8.8,16094.14,Paypal,Urgent,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0
TXN001497,2023-09-17,rgallegos@example.org,Electronics,Monitor,Noah Rhodes,12,1015.62,24.7,9177.14,Cash,Medium,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0
TXN001498,2025-05-10,victoriahamilton@example.net,Books,Biography,Monica Herrera,11,20.38,15.2,190.1,Debit Card,High,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
TXN001499,2024-08-17,christopher34@example.org,Sports,Weights,Gina Moore,5,459.13,21.7,1797.49,Paypal,Low,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
TXN001500,2024-06-04,thomasmcdonald@example.com,Clothing,T-Shirt,Ethan Adams,1,48.98,13.7,42.27,Cash,Low,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
TXN001501,2024-07-12,jacqueline50@example.org,Electronics,Headphones,Cristian Santos,8,618.13,1.1,4890.64,Bank Transfer,High,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TXN001502,2024-10-17,robintorres@example.com,Home & Garden,Lamp,Tommy Walter,2,407.84,5.2,773.26,Paypal,Medium,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
TXN001503,2025-03-09,swatkins@example.com,Books,Biography,Margaret Hawkins Dds,2,36.3,11.3,64.4,Bank Transfer,Medium,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
TXN001504,2023-09-20,carolyn76@example.com,Electronics,Smart Watch,Holly Wood,5,624.13,13.3,2705.6,Cash,High,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TXN001505,2024-06-26,fisherkim@example.net,Electronics,Tablet,Angie Henderson,1,1727.35,18.4,1409.52,Cash,Medium,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
TXN001506,2025-03-25,olivia83@example.net,Sports,Weights,Gina Moore,3,210.69,19.0,511.98,Paypal,Urgent,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
TXN001507,2025-05-03,wallerkyle@example.org,Sports,Weights,Derek Zuniga,6,292.27,0.5,1744.85,Cash,Medium,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
TXN001508,2023-10-21,jamesjackson@example.com,Electronics,Smart Watch,Noah Rhodes,3,344.27,8.6,943.99,Debit Card,High,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1
TXN001509,2023-08-23,ericpeters@example.com,Home & Garden,Decor,Connie Lawrence,4,362.82,13.9,1249.55,Paypal,High,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
TXN001510,2024-06-07,ehale@example.net,Clothing,T-Shirt,Abigail Shaffer,11,88.87,15.4,827.02,Credit Card,Low,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
TXN001511,2024-06-25,hugheslucas@example.org,Clothing,Sweater,Margaret Hawkins Dds,1,92.69,16.0,77.86,Credit Card,Medium,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
TXN001512,2024-05-15,icarlson@example.org,Electronics,Monitor,Cristian Santos,12,627.34,19.9,6029.99,Bank Transfer,Urgent,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1
TXN001513,2024-09-12,katrinawood@example.com,Books,Biography,Derek Zuniga,1,17.28,17.5,14.26,Bank Transfer,High,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
TXN001514,2023-09-23,brewerdevin@example.org,Home & Garden,Decor,Dylan Miller,1,58.0,11.6,51.27,Paypal,Medium,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
TXN001515,2025-01-25,ronaldmitchell@example.com,Home & Garden,Bedding,Carla Gray,7,519.3,8.5,3326.12,Credit Card,Medium,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
TXN001516,2024-09-24,zwhite@example.net,Clothing,Dress,Connie Lawrence,3,218.73,13.1,570.23,Debit Card,Low,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
TXN001517,2023-12-22,riosrichard@example.org,Electronics,Tablet,Matthew Foster,4,1601.88,3.4,6189.66,Bank Transfer,Urgent,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0
TXN001518,2024-06-27,psmith@example.net,Books,Biography,Margaret Hawkins Dds,10,52.66,29.3,372.31,Credit Card,Medium,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
TXN001519,2024-09-12,munozleah@example.com,Electronics,Smart Watch,Noah Rhodes,7,873.38,0.6,6076.98,Credit Card,Medium,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
TXN001520,2025-04-01,daniel26@example.net,Clothing,Jacket,Gabrielle Davis,4,263.8,0.1,1054.14,Debit Card,Medium,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
TXN001521,2023-08-25,fberg@example.org,Books,Manual,Matthew Foster,12,21.33,12.5,223.96,Bank Transfer,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN001522,2024-07-22,zacharymendez@example.com,Sports,Weights,Abigail Shaffer,8,383.02,28.0,2206.2,Bank Transfer,Urgent,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1
TXN001523,2025-02-03,dstevens@example.net,Clothing,Jeans,Connie Lawrence,12,38.74,10.1,417.93,Paypal,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN001524,2024-07-08,danielsguy@example.com,Clothing,Shoes,Abigail Shaffer,2,15.23,2.2,29.79,Debit Card,Medium,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
TXN001525,2024-06-22,howardbenjamin@example.net,Electronics,Smart Watch,Brian Ramirez,4,731.19,5.6,2760.97,Bank Transfer,Low,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
TXN001526,2024-05-14,cynthiajordan@example.com,Sports,Weights,Margaret Hawkins Dds,1,222.8,18.9,180.69,Credit Card,Low,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
TXN001527,2023-09-18,uwilliams@example.com,Home & Garden,Lamp,Jamie Arnold,8,495.19,28.7,2824.56,Credit Card,Medium,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
TXN001528,2024-05-08,reyestina@example.org,Books,Manual,Lisa Hensley,3,61.41,0.5,183.31,Paypal,Urgent,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1
TXN001529,2025-01-08,whitejulie@example.net,Books,Biography,Carla Gray,6,50.23,2.8,292.94,Cash,Medium,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
TXN001530,2024-12-10,leonashley@example.com,Home & Garden,Plant,Lisa Jackson,7,511.91,0.3,3572.62,Debit Card,Urgent,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0
TXN001531,2024-03-20,brooksthomas@example.com,Home & Garden,Furniture,Carla Gray,7,352.86,29.7,1736.42,Bank Transfer,Low,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
TXN001532,2024-03-28,jacobsrenee@example.net,Books,Fiction,Gabrielle Davis,5,58.02,14.9,246.88,Paypal,Medium,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
TXN001533,2024-08-13,rsandoval@example.com,Books,Cookbook,Lisa Hensley,8,26.98,25.2,161.45,Debit Card,Low,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
TXN001534,2023-10-08,jeffreyfletcher@example.org,Sports,Yoga Mat,Allison Hill,5,159.21,0.3,793.66,Paypal,Low,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
TXN001535,2024-05-01,omatthews@example.net,Electronics,Smartphone,Derek Zuniga,1,823.58,8.7,751.93,Credit Card,High,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
TXN001536,2024-08-12,matthew57@example.org,Home & Garden,Bedding,Brian Ramirez,9,704.88,17.2,5252.77,Cash,Medium,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1
TXN001537,2025-01-14,emilyscott@example.org,Books,Cookbook,Cristian Santos,12,79.64,16.6,797.04,Credit Card,Low,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
TXN001538,2024-04-02,christopher85@example.com,Electronics,Laptop,Allison Hill,12,811.24,20.4,7748.96,Debit Card,High,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0
TXN001539,2024-10-31,colleenjackson@example.com,Electronics,Camera,Dylan Miller,8,1958.56,19.9,12550.45,Paypal,Urgent,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0
TXN001540,2025-08-04,angela73@example.com,Electronics,Smart Watch,Jamie Arnold,7,1762.46,24.1,9363.95,Paypal,Medium,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
TXN001541,2024-11-05,davisjeffery@example.org,Home & Garden,Plant,Michele Williams,3,491.13,28.1,1059.37,Cash,High,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
TXN001542,2024-07-09,wpierce@example.org,Clothing,Dress,Cristian Santos,3,48.3,27.3,105.34,Paypal,Medium,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TXN001543,2025-04-02,beckgloria@example.net,Clothing,Shorts,Allison Hill,6,82.23,28.0,355.23,Paypal,High,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
TXN001544,2024-03-29,michelesimpson@example.com,Sports,Weights,Gina Moore,6,198.74,6.7,1112.55,Credit Card,High,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN001545,2025-04-03,ricardosmith@example.com,Electronics,Headphones,Tommy Walter,5,699.38,10.4,3133.22,Credit Card,Medium,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TXN001546,2024-07-03,acarpenter@example.com,Clothing,T-Shirt,Brian Ramirez,12,237.05,7.1,2642.63,Paypal,High,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
TXN001547,2024-04-28,greenejessica@example.org,Books,Manual,Connie Lawrence,6,48.9,21.4,230.61,Debit Card,High,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
TXN001548,2025-07-06,craneandrew@example.net,Clothing,Sweater,Carla Gray,6,43.9,3.5,254.18,Cash,Low,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
TXN001549,2025-03-03,melissamartin@example.com,Electronics,Tablet,Ryan Munoz,11,141.97,9.3,1416.43,Paypal,Medium,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
TXN001550,2024-01-27,marcuscarter@example.org,Home & Garden,Furniture,Dylan Miller,5,364.73,15.9,1533.69,Credit Card,High,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
TXN001551,2024-08-12,yfritz@example.org,Books,Biography,Gina Moore,10,24.22,10.0,217.98,Credit Card,Medium,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN001552,2025-03-02,monica23@example.com,Sports,Basketball,Noah Rhodes,4,135.03,19.3,435.88,Paypal,Medium,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
TXN001553,2023-10-13,ecamacho@example.com,Books,Fiction,Monica Herrera,9,43.27,0.3,388.26,Debit Card,Medium,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN001554,2025-02-25,baldwincatherine@example.net,Electronics,Headphones,Daniel Wagner,11,464.78,9.8,4611.55,Credit Card,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
TXN001555,2025-02-26,lisa05@example.com,Home & Garden,Cookware,Connie Lawrence,5,698.75,14.9,2973.18,Paypal,Low,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
TXN001556,2025-03-27,garciamelanie@example.net,Home & Garden,Lamp,Monica Herrera,10,493.57,7.7,4555.65,Cash,Low,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
TXN001557,2024-03-12,donald37@example.org,Electronics,Laptop,Connie Lawrence,6,985.4,17.3,4889.55,Cash,Low,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1
TXN001558,2024-05-11,wgoodwin@example.com,Books,Cookbook,Ryan Munoz,5,21.91,8.8,99.91,Bank Transfer,Urgent,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
TXN001559,2023-12-12,ashley90@example.org,Books,Textbook,Cristian Santos,6,67.67,26.7,297.61,Bank Transfer,Low,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1
TXN001560,2024-12-24,jennifer42@example.net,Books,Fiction,Ryan Munoz,12,50.87,21.9,476.75,Debit Card,Medium,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
TXN001561,2024-12-03,julianeal@example.org,Books,Biography,Daniel Wagner,6,62.54,15.9,315.58,Cash,Urgent,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0
TXN001562,2024-11-15,rosalesbrandy@example.org,Sports,Tennis Racket,Holly Wood,9,70.31,5.5,597.99,Debit Card,Urgent,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
