transaction_id,sale_date,customer_name,customer_email,customer_age,product_category,product_name,quantity,unit_price,discount_percent,total_amount,payment_method,sales_rep,region,customer_segment,order_priority,year,month,quarter,day_of_week,day_name,is_weekend,is_month_end,days_since_first_sale,season,is_holiday_season,age_group,customer_total_spent,customer_avg_order,customer_order_count,customer_first_purchase,customer_last_purchase,customer_value_tier,price_tier,discount_tier,gross_revenue,discount_amount,revenue_per_unit,profit_margin,rep_total_sales,rep_avg_sale,rep_transaction_count,rep_total_quantity,region_avg_sale,recency_score,frequency_rank,monetary_rank,is_high_value_customer,is_at_risk_customer,is_vip_customer,is_bulk_purchase,is_high_discount_sale,is_premium_product,is_weekend_sale,is_holiday_season_sale,is_new_customer,is_repeat_customer,is_high_margin_sale,is_large_transaction,is_electronics_purchase,is_urgent_order,is_enterprise_customer
TXN002898,2025-01-01,Mark Stephens,antoniosalazar@example.com,32,Books,Biography,3,17.64,28.8,37.68,Bank Transfer,Margaret Hawkins Dds,East,Enterprise,Medium,2025,1,1,2,Wednesday,0,0,500,Winter,0,26-35,37.68,37.68,1,2025-01-01,2025-01-01,Low,Budget,High,52.92,15.240960000000003,12.56,71.2,1074806.64,2202.47,488,3142,2107.87,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
TXN002899,2025-02-21,Michael Phillips,kennethsmith@example.net,54,Home & Garden,Furniture,10,533.57,5.9,5020.89,Credit Card,Lisa Jackson,East,Individual,High,2025,2,1,4,Friday,0,0,551,Winter,0,51-65,5020.89,5020.89,1,2025-02-21,2025-02-21,Premium,Mid-Range,Low,5335.700000000001,314.8063000000001,502.09,94.1,1116273.15,2345.11,476,3122,2107.87,4,3,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN002900,2024-07-16,Amy White,marie09@example.com,45,Electronics,Monitor,10,1268.47,24.6,9564.26,Debit Card,Gina Moore,Central,Enterprise,Urgent,2024,7,3,1,Tuesday,0,0,331,Summer,0,36-50,9564.26,9564.26,1,2024-07-16,2024-07-16,Premium,Mid-Range,High,12684.7,3120.4362000000006,956.43,75.4,1015353.97,2281.69,445,2864,2202.89,3,3,5,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1
TXN002901,2025-07-30,Tommy Garcia,angelica96@example.org,56,Sports,Weights,11,205.88,5.0,2151.45,Credit Card,Abigail Shaffer,East,Individual,Medium,2025,7,3,2,Wednesday,0,0,710,Summer,0,51-65,2151.45,2151.45,1,2025-07-30,2025-07-30,High,Mid-Range,Low,2264.68,113.234,195.59,95.0,984709.16,2077.45,474,3046,2107.87,5,1,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN002902,2024-10-07,Teresa Wilcox,banksmeredith@example.com,40,Books,Cookbook,4,47.36,8.6,173.15,Credit Card,Holly Wood,North,Enterprise,Medium,2024,10,4,0,Monday,0,0,414,Fall,0,36-50,173.15,173.15,1,2024-10-07,2024-10-07,Low,Mid-Range,Low,189.44,16.291839999999997,43.29,91.4,860408.65,1996.31,431,2833,2139.28,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
TXN002903,2024-07-02,Aaron Wells,john07@example.net,73,Sports,Tennis Racket,11,118.17,18.7,1056.79,Credit Card,Connie Lawrence,West,Small Business,Medium,2024,7,3,1,Tuesday,0,0,317,Summer,0,65+,1056.79,1056.79,1,2024-07-02,2024-07-02,High,Budget,Medium,1299.8700000000001,243.07569,96.07,81.3,968793.08,1895.88,511,3246,2047.51,3,3,3,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
TXN002904,2024-04-16,Timothy Jordan,tiffany24@example.org,31,Books,Non-Fiction,6,75.34,16.8,376.1,Debit Card,Gina Moore,North,Individual,Urgent,2024,4,2,1,Tuesday,0,0,240,Spring,0,26-35,376.1,376.1,1,2024-04-16,2024-04-16,Medium,Premium,Medium,452.04,75.94272000000001,62.68,83.2,1015353.97,2281.69,445,2864,2139.28,2,5,2,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0
TXN002905,2025-01-11,Todd Henry,pagelouis@example.org,33,Books,Biography,8,38.42,13.6,265.56,Bank Transfer,Derek Zuniga,Central,Individual,Low,2025,1,1,5,Saturday,1,0,510,Winter,0,26-35,265.56,265.56,1,2025-01-11,2025-01-11,Low,Mid-Range,Medium,307.36,41.80096,33.2,86.4,981316.26,2079.06,472,3127,2202.89,4,4,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
TXN002906,2024-09-03,Matthew Stewart,ddavis@example.com,80,Clothing,T-Shirt,8,106.08,13.1,737.47,Bank Transfer,Matthew Foster,South,Individual,Low,2024,9,3,1,Tuesday,0,0,380,Fall,0,65+,737.47,737.47,1,2024-09-03,2024-09-03,Medium,Mid-Range,Medium,848.64,111.17184,92.18,86.9,1022438.71,2078.13,492,3240,2108.51,3,2,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN002907,2024-09-08,Anonymous Customer,kgonzalez@example.org,50,Clothing,Shoes,9,152.42,17.8,1127.6,Bank Transfer,Brian Ramirez,South,Small Business,High,2024,9,3,6,Sunday,1,0,385,Fall,0,36-50,1127.6,1127.6,1,2024-09-08,2024-09-08,High,Mid-Range,Medium,1371.78,244.17684000000003,125.29,82.2,1074734.73,2229.74,482,3080,2108.51,3,3,3,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
TXN002908,2025-05-28,Hannah Perez Md,tammythomas@example.com,49,Home & Garden,Decor,7,243.4,25.2,1274.44,Cash,Daniel Wagner,East,Small Business,Medium,2025,5,2,2,Wednesday,0,0,647,Spring,0,36-50,1274.44,1274.44,1,2025-05-28,2025-05-28,High,Budget,High,1703.8,429.3576,182.06,74.8,1094357.58,2237.95,489,3176,2107.87,5,5,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
TXN002909,2024-01-30,Sara Harper,garzazachary@example.org,82,Sports,Yoga Mat,12,164.22,24.2,1493.75,Bank Transfer,Cristian Santos,East,Individual,Urgent,2024,1,1,1,Tuesday,0,0,163,Winter,0,65+,1493.75,1493.75,1,2024-01-30,2024-01-30,High,Budget,High,1970.6399999999999,476.89487999999994,124.48,75.8,1050434.85,2117.81,496,3267,2107.87,2,2,4,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
TXN002910,2024-03-29,Colton Dennis,melissa44@example.com,30,Books,Cookbook,9,35.57,3.1,310.21,Cash,Tommy Walter,West,Small Business,Medium,2024,3,1,4,Friday,0,0,222,Spring,0,26-35,310.21,310.21,1,2024-03-29,2024-03-29,Low,Mid-Range,Low,320.13,9.92403,34.47,96.9,972699.08,2018.05,482,3075,2047.51,2,3,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN002911,2024-07-08,April Nelson,vjohnson@example.net,20,Clothing,Jacket,8,136.93,22.1,853.35,Cash,Noah Rhodes,West,Enterprise,Low,2024,7,3,0,Monday,0,0,323,Summer,0,18-25,1556.37,778.18,2,2024-01-29,2024-07-08,High,Mid-Range,High,1095.44,242.09224,106.67,77.9,1008819.61,2212.32,456,2935,2047.51,3,5,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
TXN002912,2025-05-31,Patricia Edwards,leblancnicole@example.net,23,Books,Cookbook,2,70.16,6.7,130.92,Debit Card,Matthew Foster,West,Small Business,Urgent,2025,5,2,5,Saturday,1,1,650,Spring,0,18-25,130.92,130.92,1,2025-05-31,2025-05-31,Low,Premium,Low,140.32,9.401440000000001,65.46,93.3,1022438.71,2078.13,492,3240,2047.51,5,3,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
TXN002913,2024-10-25,Frank Waters,hartmancrystal@example.net,42,Electronics,Smartphone,12,1804.9,11.3,19211.36,Bank Transfer,Lisa Jackson,South,Individual,High,2024,10,4,4,Friday,0,0,432,Fall,0,36-50,19211.36,19211.36,1,2024-10-25,2024-10-25,Premium,Premium,Medium,21658.800000000003,2447.4444000000003,1600.95,88.7,1116273.15,2345.11,476,3122,2108.51,3,2,5,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0
TXN002914,2024-11-22,Vanessa Davis,susanjackson@example.net,59,Books,Textbook,8,13.75,2.3,107.47,Paypal,Holly Wood,South,Small Business,Medium,2024,11,4,4,Friday,0,0,460,Fall,1,51-65,107.47,107.47,1,2024-11-22,2024-11-22,Low,Budget,Low,110.0,2.53,13.43,97.7,860408.65,1996.31,431,2833,2108.51,4,5,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
TXN002915,2024-03-05,Anonymous Customer,christian56@example.org,34,Books,Cookbook,3,77.31,29.9,162.58,Paypal,Angie Henderson,West,Individual,Urgent,2024,3,1,1,Tuesday,0,0,198,Spring,0,26-35,162.58,162.58,1,2024-03-05,2024-03-05,Low,Premium,High,231.93,69.34707,54.19,70.1,956042.28,1931.4,495,3172,2047.51,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
TXN002916,2025-03-18,Robert Grant,william55@example.net,48,Clothing,Sweater,11,122.68,28.1,970.28,Paypal,Michele Williams,South,Individual,Urgent,2025,3,1,1,Tuesday,0,0,576,Spring,0,36-50,1093.67,546.84,2,2024-02-21,2025-03-18,High,Mid-Range,High,1349.48,379.20388,88.21,71.9,874402.51,1930.25,453,2939,2108.51,4,5,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
TXN002917,2024-06-19,Norman Davis,tgreen@example.net,39,Electronics,Smartphone,5,965.69,22.7,3732.39,Paypal,Holly Wood,North,Enterprise,Medium,2024,6,2,2,Wednesday,0,0,304,Summer,0,36-50,3732.39,3732.39,1,2024-06-19,2024-06-19,Premium,Mid-Range,High,4828.450000000001,1096.05815,746.48,77.3,860408.65,1996.31,431,2833,2139.28,3,5,5,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1
TXN002918,2023-08-22,Danielle Estrada,fwilliams@example.com,38,Electronics,Monitor,10,1905.27,2.7,18538.28,Debit Card,Cristian Santos,Central,Enterprise,Low,2023,8,3,1,Tuesday,0,0,2,Summer,0,36-50,18538.28,18538.28,1,2023-08-22,2023-08-22,Premium,Premium,Low,19052.7,514.4229,1853.83,97.3,1050434.85,2117.81,496,3267,2202.89,1,2,5,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1
TXN002919,2023-11-19,Adam Sanchez,loveluis@example.com,51,Sports,Tennis Racket,5,436.42,2.8,2121.0,Cash,Jamie Arnold,East,Individual,Medium,2023,11,4,6,Sunday,1,0,91,Fall,1,51-65,2121.0,2121.0,1,2023-11-19,2023-11-19,High,Premium,Low,2182.1,61.09879999999999,424.2,97.2,960567.89,1921.14,500,3264,2107.87,1,3,4,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0
TXN002920,2023-12-14,Victoria Vang,cassandrakramer@example.net,45,Home & Garden,Bedding,4,91.29,23.0,281.17,Cash,Lisa Hensley,South,Individual,Medium,2023,12,4,3,Thursday,0,0,116,Winter,1,36-50,281.17,281.17,1,2023-12-14,2023-12-14,Low,Budget,High,365.16,83.9868,70.29,77.0,869168.25,1970.9,441,2901,2108.51,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
TXN002922,2025-02-01,Monique Allen,rose88@example.com,23,Books,Cookbook,2,23.63,23.4,36.2,Bank Transfer,Michele Williams,South,Enterprise,Urgent,2025,2,1,5,Saturday,1,0,531,Winter,0,18-25,36.2,36.2,1,2025-02-01,2025-02-01,Low,Budget,High,47.26,11.058839999999998,18.1,76.6,874402.51,1930.25,453,2939,2108.51,4,4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
TXN002923,2023-12-15,Lori Steele,kelleramanda@example.org,83,Books,Textbook,4,30.86,11.6,109.12,Bank Transfer,Connie Lawrence,South,Individual,Medium,2023,12,4,4,Friday,0,0,117,Winter,1,65+,109.12,109.12,1,2023-12-15,2023-12-15,Low,Budget,Medium,123.44,14.31904,27.28,88.4,968793.08,1895.88,511,3246,2108.51,1,3,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
TXN002924,2024-07-24,Christopher Wolfe,arellanopatrick@example.net,43,Home & Garden,Bedding,11,520.9,11.9,5048.04,Paypal,Abigail Shaffer,North,Small Business,Medium,2024,7,3,2,Wednesday,0,0,339,Summer,0,36-50,5048.04,5048.04,1,2024-07-24,2024-07-24,Premium,Mid-Range,Medium,5729.9,681.8581,458.91,88.1,984709.16,2077.45,474,3046,2139.28,3,1,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
TXN002925,2023-10-02,Christine Harris,matthewbutler@example.org,35,Clothing,T-Shirt,1,44.39,4.7,42.3,Bank Transfer,Matthew Foster,North,Individual,Medium,2023,10,4,0,Monday,0,0,43,Fall,0,26-35,42.3,42.3,1,2023-10-02,2023-10-02,Low,Budget,Low,44.39,2.0863300000000002,42.3,95.29,1022438.71,2078.13,492,3240,2139.28,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
TXN002926,2025-04-02,Lisa Mcdonald,melissa88@example.org,26,Sports,Yoga Mat,5,395.79,20.0,1583.16,Credit Card,Michele Williams,South,Small Business,Medium,2025,4,2,2,Wednesday,0,0,591,Spring,0,26-35,1583.16,1583.16,1,2025-04-02,2025-04-02,High,Premium,Medium,1978.95,395.79,316.63,80.0,874402.51,1930.25,453,2939,2108.51,5,3,4,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0
TXN002927,2023-12-28,Jessica Williams,criddle@example.net,71,Electronics,Smartphone,12,240.95,12.4,2532.87,Debit Card,Matthew Foster,South,Enterprise,High,2023,12,4,3,Thursday,0,0,130,Winter,1,65+,2532.87,2532.87,1,2023-12-28,2023-12-28,High,Budget,Medium,2891.3999999999996,358.5336,211.07,87.6,1022438.71,2078.13,492,3240,2108.51,1,1,4,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
TXN002928,2024-12-20,Michael Wilson,fernandezjennifer@example.net,64,Home & Garden,Decor,1,438.4,9.9,395.0,Debit Card,Connie Lawrence,Central,Small Business,Low,2024,12,4,4,Friday,0,0,488,Winter,1,51-65,395.0,395.0,1,2024-12-20,2024-12-20,Medium,Mid-Range,Low,438.4,43.4016,395.0,90.1,968793.08,1895.88,511,3246,2202.89,4,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
TXN002929,2025-01-29,Anonymous Customer,michelle11@example.org,69,Electronics,Smart Watch,7,205.61,11.5,1273.75,Credit Card,Tommy Walter,North,Individual,Urgent,2025,1,1,2,Wednesday,0,0,528,Winter,0,65+,1273.75,1273.75,1,2025-01-29,2025-01-29,High,Budget,Medium,1439.27,165.51605,181.96,88.5,972699.08,2018.05,482,3075,2139.28,4,4,3,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
TXN002930,2024-05-08,Brianna Price,davisamanda@example.net,29,Electronics,Tablet,5,1244.34,10.1,5593.31,Paypal,Cristian Santos,East,Small Business,Low,2024,5,2,2,Wednesday,0,0,262,Spring,0,26-35,5593.31,5593.31,1,2024-05-08,2024-05-08,Premium,Mid-Range,Medium,6221.7,628.3916999999999,1118.66,89.9,1050434.85,2117.81,496,3267,2107.87,2,2,5,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
TXN002931,2025-01-10,Grace Mcbride,jacobwilson@example.net,44,Electronics,Headphones,9,611.39,29.6,3873.77,Debit Card,Angie Henderson,West,Small Business,Low,2025,1,1,4,Friday,0,0,509,Winter,0,36-50,3873.77,3873.77,1,2025-01-10,2025-01-10,Premium,Budget,High,5502.51,1628.7429600000003,430.42,70.4,956042.28,1931.4,495,3172,2047.51,4,2,5,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
TXN002932,2025-07-22,Edward Gibson,dwayneedwards@example.net,17,Clothing,Sweater,9,178.09,10.4,1436.12,Paypal,Angie Henderson,North,Enterprise,Low,2025,7,3,1,Tuesday,0,0,702,Summer,0,18-25,1436.12,1436.12,1,2025-07-22,2025-07-22,High,Mid-Range,Medium,1602.81,166.69224,159.57,89.6,956042.28,1931.4,495,3172,2139.28,5,2,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
TXN002933,2025-03-06,Adam Woods,michael44@example.com,19,Sports,Tennis Racket,3,137.06,19.8,329.77,Paypal,Michele Williams,West,Individual,High,2025,3,1,3,Thursday,0,0,564,Spring,0,18-25,492.17,246.08,2,2024-08-01,2025-03-06,Medium,Budget,Medium,411.18,81.41364,109.92,80.2,874402.51,1930.25,453,2939,2047.51,4,5,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TXN002934,2024-07-29,Rachel Boyer,samanthawoodard@example.org,74,Books,Textbook,4,64.33,15.0,218.72,Bank Transfer,Matthew Foster,East,Small Business,High,2024,7,3,0,Monday,0,0,344,Summer,0,65+,218.72,218.72,1,2024-07-29,2024-07-29,Low,Premium,Medium,257.32,38.598,54.68,85.0,1022438.71,2078.13,492,3240,2107.87,3,4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
TXN002935,2025-06-30,Donna Reese,jessica94@example.com,38,Electronics,Smartphone,9,1405.25,8.8,11534.29,Debit Card,Allison Hill,South,Enterprise,Low,2025,6,2,0,Monday,0,1,680,Summer,0,36-50,11534.29,11534.29,1,2025-06-30,2025-06-30,Premium,Premium,Low,12647.25,1112.958,1281.59,91.2,1083710.87,2248.36,482,3190,2108.51,5,3,5,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1
TXN002936,2025-02-16,Regina Cuevas,moniquewhite@example.com,16,Home & Garden,Decor,6,132.49,25.3,593.82,Credit Card,Connie Lawrence,West,Enterprise,Urgent,2025,2,1,6,Sunday,1,0,546,Winter,0,18-25,593.82,593.82,1,2025-02-16,2025-02-16,Medium,Budget,High,794.94,201.11982,98.97,74.7,968793.08,1895.88,511,3246,2047.51,4,4,2,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
TXN002937,2023-10-16,Jamie Smith,theresataylor@example.com,51,Clothing,Dress,1,151.01,6.8,140.74,Bank Transfer,Angie Henderson,South,Enterprise,High,2023,10,4,0,Monday,0,0,57,Fall,0,51-65,140.74,140.74,1,2023-10-16,2023-10-16,Low,Mid-Range,Low,151.01,10.26868,140.74,93.2,956042.28,1931.4,495,3172,2108.51,1,5,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
TXN002938,2024-02-03,Elizabeth Anderson,chess@example.org,48,Clothing,T-Shirt,3,119.13,22.3,277.69,Bank Transfer,Lisa Hensley,South,Individual,Medium,2024,2,1,5,Saturday,1,0,167,Winter,0,36-50,361.73,180.86,2,2024-02-03,2025-02-06,Medium,Mid-Range,High,357.39,79.69797,92.56,77.7,869168.25,1970.9,441,2901,2108.51,4,5,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
TXN002939,2024-02-21,Kelly Williams,longbob@example.com,48,Books,Textbook,11,68.79,14.5,646.97,Debit Card,Carla Gray,Central,Enterprise,High,2024,2,1,2,Wednesday,0,0,185,Winter,0,36-50,646.97,646.97,1,2024-02-21,2024-02-21,Medium,Premium,Medium,756.69,109.72005,58.82,85.5,965704.31,2225.13,434,2878,2202.89,2,3,3,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
TXN002940,2024-12-16,Adam Williams,hollandroy@example.org,82,Clothing,Shorts,12,164.5,5.7,1861.48,Paypal,Margaret Hawkins Dds,East,Individual,High,2024,12,4,0,Monday,0,0,484,Winter,1,65+,1861.48,1861.48,1,2024-12-16,2024-12-16,High,Mid-Range,Low,1974.0,112.518,155.12,94.3,1074806.64,2202.47,488,3142,2107.87,4,2,4,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
TXN002941,2025-05-06,Barbara Heath,vargasvanessa@example.org,58,Books,Biography,10,55.42,15.5,468.3,Credit Card,Matthew Foster,East,Enterprise,Urgent,2025,5,2,1,Tuesday,0,0,625,Spring,0,51-65,468.3,468.3,1,2025-05-06,2025-05-06,Medium,Mid-Range,Medium,554.2,85.90100000000001,46.83,84.5,1022438.71,2078.13,492,3240,2107.87,5,5,2,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1
TXN002942,2025-02-04,Margaret Thomas,andrewbaker@example.org,37,Electronics,Tablet,2,1136.33,27.3,1652.22,Credit Card,Noah Rhodes,Central,Individual,Urgent,2025,2,1,1,Tuesday,0,0,534,Winter,0,36-50,1652.22,1652.22,1,2025-02-04,2025-02-04,High,Mid-Range,High,2272.66,620.43618,826.11,72.7,1008819.61,2212.32,456,2935,2202.89,4,1,4,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
TXN002943,2025-06-16,Tommy Sherman,xhorton@example.org,78,Home & Garden,Plant,4,465.2,20.8,1473.75,Cash,Ethan Adams,North,Individual,Medium,2025,6,2,0,Monday,0,0,666,Summer,0,65+,1473.75,1473.75,1,2025-06-16,2025-06-16,High,Mid-Range,High,1860.8,387.0464,368.44,79.2,1011704.63,2208.96,458,3016,2139.28,5,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TXN002944,2024-10-07,Matthew Lopez,nwilliams@example.net,58,Home & Garden,Plant,9,558.05,27.5,3641.28,Paypal,Matthew Foster,South,Small Business,High,2024,10,4,0,Monday,0,0,414,Fall,0,51-65,3641.28,3641.28,1,2024-10-07,2024-10-07,Premium,Premium,High,5022.45,1381.1737500000002,404.59,72.5,1022438.71,2078.13,492,3240,2108.51,3,4,5,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
TXN002945,2024-04-25,Casey Rasmussen,samantha74@example.net,23,Home & Garden,Bedding,1,367.92,6.6,343.64,Cash,Brian Ramirez,East,Individual,Medium,2024,4,2,3,Thursday,0,0,249,Spring,0,18-25,343.64,343.64,1,2024-04-25,2024-04-25,Medium,Mid-Range,Low,367.92,24.28272,343.64,93.4,1074734.73,2229.74,482,3080,2107.87,2,4,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
TXN002946,2024-12-01,Donald Mccoy,bradleymitchell@example.net,84,Electronics,Camera,9,1296.85,10.7,10422.78,Bank Transfer,Margaret Hawkins Dds,East,Individual,High,2024,12,4,6,Sunday,1,0,469,Winter,1,65+,10422.78,10422.78,1,2024-12-01,2024-12-01,Premium,Mid-Range,Medium,11671.65,1248.86655,1158.09,89.3,1074806.64,2202.47,488,3142,2107.87,4,1,5,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0
TXN002947,2023-11-21,Dustin Murphy,martinezallen@example.net,58,Clothing,Jacket,7,20.19,11.9,124.51,Paypal,Dylan Miller,East,Individual,Urgent,2023,11,4,1,Tuesday,0,0,93,Fall,1,51-65,124.51,124.51,1,2023-11-21,2023-11-21,Low,Budget,Medium,141.33,16.818270000000002,17.79,88.1,973103.11,2129.33,457,2950,2107.87,1,3,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
TXN002948,2024-06-24,Linda Bailey,alyssa44@example.com,67,Sports,Bicycle,1,124.17,22.2,96.6,Paypal,Holly Wood,North,Small Business,High,2024,6,2,0,Monday,0,0,309,Summer,0,65+,96.6,96.6,1,2024-06-24,2024-06-24,Low,Budget,High,124.17,27.56574,96.6,77.8,860408.65,1996.31,431,2833,2139.28,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TXN002949,2023-09-29,Mrs. Carol Bauer,edward79@example.com,36,Clothing,Dress,4,111.42,14.6,380.61,Bank Transfer,Holly Wood,South,Enterprise,Medium,2023,9,3,4,Friday,0,0,40,Fall,0,36-50,380.61,380.61,1,2023-09-29,2023-09-29,Medium,Mid-Range,Medium,445.68,65.06927999999999,95.15,85.4,860408.65,1996.31,431,2833,2108.51,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
TXN002950,2024-04-16,Jason Smith,agarcia@example.org,66,Electronics,Smartphone,6,518.64,11.0,2769.54,Credit Card,Holly Wood,Central,Small Business,Medium,2024,4,2,1,Tuesday,0,0,240,Spring,0,65+,2870.91,1435.46,2,2023-11-18,2024-04-16,Premium,Budget,Medium,3111.84,342.30240000000003,461.59,89.0,860408.65,1996.31,431,2833,2202.89,2,5,4,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
TXN002951,2025-07-20,Amanda Smith,jshields@example.com,48,Clothing,Jacket,4,97.73,26.0,289.28,Bank Transfer,Carla Gray,West,Enterprise,High,2025,7,3,6,Sunday,1,0,700,Summer,0,36-50,289.28,289.28,1,2025-07-20,2025-07-20,Low,Budget,High,390.92,101.6392,72.32,74.0,965704.31,2225.13,434,2878,2047.51,5,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
TXN002952,2024-06-05,Alexis Gonzalez,diazmichael@example.org,51,Sports,Yoga Mat,11,437.33,13.5,4161.19,Bank Transfer,Carla Gray,North,Enterprise,Urgent,2024,6,2,2,Wednesday,0,0,290,Summer,0,51-65,4161.19,4161.19,1,2024-06-05,2024-06-05,Premium,Premium,Medium,4810.63,649.43505,378.29,86.5,965704.31,2225.13,434,2878,2139.28,2,2,5,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
TXN002953,2024-07-13,Melanie Jones,erinwalters@example.org,73,Sports,Bicycle,7,488.8,10.1,3076.02,Debit Card,Carla Gray,West,Individual,Low,2024,7,3,5,Saturday,1,0,328,Summer,0,65+,3076.02,3076.02,1,2024-07-13,2024-07-13,Premium,Premium,Medium,3421.6,345.5816,439.43,89.9,965704.31,2225.13,434,2878,2047.51,3,2,4,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
TXN002954,2024-01-06,Brandon Henderson Md,xarmstrong@example.org,22,Clothing,Shorts,7,169.31,25.5,882.95,Bank Transfer,Tommy Walter,North,Small Business,Low,2024,1,1,5,Saturday,1,0,139,Winter,0,18-25,882.95,882.95,1,2024-01-06,2024-01-06,Medium,Mid-Range,High,1185.17,302.21835000000004,126.14,74.5,972699.08,2018.05,482,3075,2139.28,1,5,3,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
TXN002955,2025-02-21,Benjamin Sanchez,kyle94@example.org,29,Sports,Yoga Mat,4,35.21,25.7,104.64,Bank Transfer,Patty Perez,Central,Small Business,Urgent,2025,2,1,4,Friday,0,0,551,Winter,0,26-35,104.64,104.64,1,2025-02-21,2025-02-21,Low,Budget,High,140.84,36.19588,26.16,74.3,1050508.21,2254.31,466,3003,2202.89,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
TXN002956,2025-08-18,Dennis Mcgee,coltoncain@example.net,39,Electronics,Smart Watch,10,1196.98,11.6,10581.3,Debit Card,Michele Williams,South,Small Business,Low,2025,8,3,0,Monday,0,0,729,Summer,0,36-50,10581.3,10581.3,1,2025-08-18,2025-08-18,Premium,Mid-Range,Medium,11969.8,1388.4968,1058.13,88.4,874402.51,1930.25,453,2939,2108.51,5,1,5,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0
TXN002957,2025-08-13,Mrs. Amy Sharp,armstrongjill@example.net,30,Electronics,Laptop,8,1993.62,27.5,11563.0,Debit Card,Lisa Hensley,East,Small Business,Medium,2025,8,3,2,Wednesday,0,0,724,Summer,0,26-35,11563.0,11563.0,1,2025-08-13,2025-08-13,Premium,Premium,High,15948.96,4385.964,1445.38,72.5,869168.25,1970.9,441,2901,2107.87,5,1,5,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0
TXN002958,2024-07-18,Laura Sanders,melanie69@example.org,84,Books,Fiction,10,68.8,5.0,653.6,Bank Transfer,Jamie Arnold,South,Small Business,Low,2024,7,3,3,Thursday,0,0,333,Summer,0,65+,653.6,653.6,1,2024-07-18,2024-07-18,Medium,Premium,Low,688.0,34.4,65.36,95.0,960567.89,1921.14,500,3264,2108.51,3,3,3,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
